,Unnamed: 0,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
10,10,0 days 01:18:47.911000,VER,1,0 days 00:01:30.798000,11,1,,,18.48,38.889,33.429,0 days 01:17:35.621000,0 days 01:18:14.510000,0 days 01:18:47.939000,,292,209,302,false,MEDIUM,11,true,Red Bull Racing,0 days 01:17:17.113000,2022-11-20 13:18:18.159,1,1,false,,false,true,90.798,90.798
11,11,0 days 01:20:18.832000,VER,1,0 days 00:01:30.921000,12,1,,,18.515,39.016,33.39,0 days 01:19:06.454000,0 days 01:19:45.470000,0 days 01:20:18.860000,283,294,209,299,false,MEDIUM,12,true,Red Bull Racing,0 days 01:18:47.911000,2022-11-20 13:19:48.957,1,1,false,,false,true,90.921,90.921
12,12,0 days 01:21:49.579000,VER,1,0 days 00:01:30.747000,13,1,,,18.517,38.876,33.354,0 days 01:20:37.377000,0 days 01:21:16.253000,0 days 01:21:49.607000,282,293,210,301,false,MEDIUM,13,true,Red Bull Racing,0 days 01:20:18.832000,2022-11-20 13:21:19.878,1,1,false,,false,true,90.747,90.747
13,13,0 days 01:23:20.545000,VER,1,0 days 00:01:30.966000,14,1,,,18.47,39.012,33.484,0 days 01:22:08.077000,0 days 01:22:47.089000,0 days 01:23:20.573000,,292,210,297,false,MEDIUM,14,true,Red Bull Racing,0 days 01:21:49.579000,2022-11-20 13:22:50.625,1,1,false,,false,true,90.966,90.966
14,14,0 days 01:24:51.568000,VER,1,0 days 00:01:31.023000,15,1,,,18.55,38.981,33.492,0 days 01:23:39.123000,0 days 01:24:18.104000,0 days 01:24:51.596000,,294,207,297,false,MEDIUM,15,true,Red Bull Racing,0 days 01:23:20.545000,2022-11-20 13:24:21.591,1,1,false,,false,true,91.023,91.023
15,15,0 days 01:26:22.813000,VER,1,0 days 00:01:31.245000,16,1,,,18.575,39.018,33.652,0 days 01:25:10.171000,0 days 01:25:49.189000,0 days 01:26:22.841000,,294,204,300,false,MEDIUM,16,true,Red Bull Racing,0 days 01:24:51.568000,2022-11-20 13:25:52.614,1,1,false,,false,true,91.245,91.245
16,16,0 days 01:27:54.405000,VER,1,0 days 00:01:31.592000,17,1,,,18.625,39.24,33.727,0 days 01:26:41.466000,0 days 01:27:20.706000,0 days 01:27:54.433000,,292,207,300,false,MEDIUM,17,true,Red Bull Racing,0 days 01:26:22.813000,2022-11-20 13:27:23.859,1,1,false,,false,true,91.592,91.592
17,17,0 days 01:29:26.003000,VER,1,0 days 00:01:31.598000,18,1,,,18.587,39.215,33.796,0 days 01:28:13.020000,0 days 01:28:52.235000,0 days 01:29:26.031000,284,294,208,296,false,MEDIUM,18,true,Red Bull Racing,0 days 01:27:54.405000,2022-11-20 13:28:55.451,1,1,false,,false,true,91.598,91.598
18,18,0 days 01:30:57.885000,VER,1,0 days 00:01:31.882000,19,1,,,18.592,39.221,34.069,0 days 01:29:44.623000,0 days 01:30:23.844000,0 days 01:30:57.913000,,292,209,299,false,MEDIUM,19,true,Red Bull Racing,0 days 01:29:26.003000,2022-11-20 13:30:27.049,1,1,false,,false,true,91.882,91.882
19,19,0 days 01:32:31.918000,VER,1,0 days 00:01:34.033000,20,1,,0 days 01:32:30.881000,18.591,39.247,36.195,0 days 01:31:16.504000,0 days 01:31:55.751000,0 days 01:32:31.946000,,293,,299,false,MEDIUM,20,true,Red Bull Racing,0 days 01:30:57.885000,2022-11-20 13:31:58.931,1,1,false,,false,false,94.033,94.033
20,20,0 days 01:34:23.115000,VER,1,0 days 00:01:51.197000,21,2,0 days 01:32:53.594000,,39.304,38.697,33.196,0 days 01:33:11.250000,0 days 01:33:49.947000,0 days 01:34:23.143000,277,290,212,295,false,HARD,1,true,Red Bull Racing,0 days 01:32:31.918000,2022-11-20 13:33:32.964,1,2,false,,false,false,111.197,111.197
21,21,0 days 01:35:53.775000,VER,1,0 days 00:01:30.660000,22,2,,,18.468,38.687,33.505,0 days 01:34:41.611000,0 days 01:35:20.298000,0 days 01:35:53.803000,281,289,212,290,false,HARD,2,true,Red Bull Racing,0 days 01:34:23.115000,2022-11-20 13:35:24.161,1,1,false,,false,true,90.66,90.66
22,22,0 days 01:37:24.446000,VER,1,0 days 00:01:30.671000,23,2,,,18.549,38.608,33.514,0 days 01:36:12.352000,0 days 01:36:50.960000,0 days 01:37:24.474000,283,287,212,296,false,HARD,3,true,Red Bull Racing,0 days 01:35:53.775000,2022-11-20 13:36:54.821,1,1,false,,false,true,90.671,90.671
23,23,0 days 01:38:55.401000,VER,1,0 days 00:01:30.955000,24,2,,,18.587,38.851,33.517,0 days 01:37:43.061000,0 days 01:38:21.912000,0 days 01:38:55.429000,281,291,213,286,false,HARD,4,true,Red Bull Racing,0 days 01:37:24.446000,2022-11-20 13:38:25.492,1,1,false,,false,true,90.955,90.955
24,24,0 days 01:40:26.204000,VER,1,0 days 00:01:30.803000,25,2,,,18.461,38.772,33.57,0 days 01:39:13.890000,0 days 01:39:52.662000,0 days 01:40:26.232000,282,288,212,293,false,HARD,5,true,Red Bull Racing,0 days 01:38:55.401000,2022-11-20 13:39:56.447,1,1,false,,false,true,90.803,90.803
25,25,0 days 01:41:57.096000,VER,1,0 days 00:01:30.892000,26,2,,,18.495,38.816,33.581,0 days 01:40:44.727000,0 days 01:41:23.543000,0 days 01:41:57.124000,283,285,211,290,false,HARD,6,true,Red Bull Racing,0 days 01:40:26.204000,2022-11-20 13:41:27.250,1,1,false,,false,true,90.892,90.892
26,26,0 days 01:43:27.706000,VER,1,0 days 00:01:30.610000,27,2,,,18.526,38.643,33.441,0 days 01:42:15.650000,0 days 01:42:54.293000,0 days 01:43:27.734000,,293,212,297,false,HARD,7,true,Red Bull Racing,0 days 01:41:57.096000,2022-11-20 13:42:58.142,1,1,false,,false,true,90.61,90.61
27,27,0 days 01:44:58.149000,VER,1,0 days 00:01:30.443000,28,2,,,18.34,38.673,33.43,0 days 01:43:46.074000,0 days 01:44:24.747000,0 days 01:44:58.177000,284,295,212,297,false,HARD,8,true,Red Bull Racing,0 days 01:43:27.706000,2022-11-20 13:44:28.752,1,1,false,,false,true,90.443,90.443
28,28,0 days 01:46:28.420000,VER,1,0 days 00:01:30.271000,29,2,,,18.45,38.647,33.174,0 days 01:45:16.627000,0 days 01:45:55.274000,0 days 01:46:28.448000,283,295,213,299,false,HARD,9,true,Red Bull Racing,0 days 01:44:58.149000,2022-11-20 13:45:59.195,1,1,false,,false,true,90.271,90.271
29,29,0 days 01:47:58.356000,VER,1,0 days 00:01:29.936000,30,2,,,18.341,38.476,33.119,0 days 01:46:46.789000,0 days 01:47:25.265000,0 days 01:47:58.384000,284,295,213,301,true,HARD,10,true,Red Bull Racing,0 days 01:46:28.420000,2022-11-20 13:47:29.466,1,1,false,,false,true,89.936,89.936
30,30,0 days 01:49:28.419000,VER,1,0 days 00:01:30.063000,31,2,,,18.278,38.506,33.279,0 days 01:48:16.662000,0 days 01:48:55.168000,0 days 01:49:28.447000,,298,212,300,false,HARD,11,true,Red Bull Racing,0 days 01:47:58.356000,2022-11-20 13:48:59.402,1,1,false,,false,true,90.063,90.063
31,31,0 days 01:50:58.343000,VER,1,0 days 00:01:29.924000,32,2,,,18.409,38.465,33.05,0 days 01:49:46.856000,0 days 01:50:25.321000,0 days 01:50:58.371000,,296,213,300,true,HARD,12,true,Red Bull Racing,0 days 01:49:28.419000,2022-11-20 13:50:29.465,1,1,false,,false,true,89.924,89.924
32,32,0 days 01:52:28.151000,VER,1,0 days 00:01:29.808000,33,2,,,18.267,38.442,33.099,0 days 01:51:16.638000,0 days 01:51:55.080000,0 days 01:52:28.179000,285,294,211,300,true,HARD,13,true,Red Bull Racing,0 days 01:50:58.343000,2022-11-20 13:51:59.389,1,1,false,,false,true,89.808,89.80799999999999
33,33,0 days 01:53:58.042000,VER,1,0 days 00:01:29.891000,34,2,,,18.27,38.408,33.213,0 days 01:52:46.449000,0 days 01:53:24.857000,0 days 01:53:58.070000,,296,214,302,false,HARD,14,true,Red Bull Racing,0 days 01:52:28.151000,2022-11-20 13:53:29.197,1,1,false,,false,true,89.891,89.89099999999999
34,34,0 days 01:55:28.151000,VER,1,0 days 00:01:30.109000,35,2,,,18.306,38.543,33.26,0 days 01:54:16.376000,0 days 01:54:54.919000,0 days 01:55:28.179000,,295,211,298,false,HARD,15,true,Red Bull Racing,0 days 01:53:58.042000,2022-11-20 13:54:59.088,1,1,false,,false,true,90.109,90.109
35,35,0 days 01:56:58.037000,VER,1,0 days 00:01:29.886000,36,2,,,18.396,38.254,33.236,0 days 01:55:46.575000,0 days 01:56:24.829000,0 days 01:56:58.065000,286,307,212,297,false,HARD,16,true,Red Bull Racing,0 days 01:55:28.151000,2022-11-20 13:56:29.197,1,1,false,,false,true,89.886,89.886
36,36,0 days 01:58:28.153000,VER,1,0 days 00:01:30.116000,37,2,,,18.336,38.508,33.272,0 days 01:57:16.401000,0 days 01:57:54.909000,0 days 01:58:28.181000,285,299,213,300,false,HARD,17,true,Red Bull Racing,0 days 01:56:58.037000,2022-11-20 13:57:59.083,1,1,false,,false,true,90.116,90.116
37,37,0 days 01:59:58.313000,VER,1,0 days 00:01:30.160000,38,2,,,18.375,38.554,33.231,0 days 01:58:46.556000,0 days 01:59:25.110000,0 days 01:59:58.341000,284,295,212,302,false,HARD,18,true,Red Bull Racing,0 days 01:58:28.153000,2022-11-20 13:59:29.199,1,1,false,,false,true,90.16,90.16
38,38,0 days 02:01:28.340000,VER,1,0 days 00:01:30.027000,39,2,,,18.346,38.547,33.134,0 days 02:00:16.687000,0 days 02:00:55.234000,0 days 02:01:28.368000,287,314,215,293,false,HARD,19,true,Red Bull Racing,0 days 01:59:58.313000,2022-11-20 14:00:59.359,12,1,false,,false,true,90.027,90.027
39,39,0 days 02:02:58.359000,VER,1,0 days 00:01:30.019000,40,2,,,18.369,38.54,33.11,0 days 02:01:46.737000,0 days 02:02:25.277000,0 days 02:02:58.387000,283,292,213,300,false,HARD,20,true,Red Bull Racing,0 days 02:01:28.340000,2022-11-20 14:02:29.386,1,1,false,,false,true,90.019,90.019
40,40,0 days 02:04:28.407000,VER,1,0 days 00:01:30.048000,41,2,,,18.276,38.461,33.311,0 days 02:03:16.663000,0 days 02:03:55.124000,0 days 02:04:28.435000,285,291,213,299,false,HARD,21,true,Red Bull Racing,0 days 02:02:58.359000,2022-11-20 14:03:59.405,1,1,false,,false,true,90.048,90.048
41,41,0 days 02:05:58.292000,VER,1,0 days 00:01:29.885000,42,2,,,18.327,38.45,33.108,0 days 02:04:46.762000,0 days 02:05:25.212000,0 days 02:05:58.320000,284,296,213,303,false,HARD,22,true,Red Bull Racing,0 days 02:04:28.407000,2022-11-20 14:05:29.453,1,1,false,,false,true,89.885,89.88499999999999
42,42,0 days 02:07:28.189000,VER,1,0 days 00:01:29.897000,43,2,,,18.228,38.465,33.204,0 days 02:06:16.548000,0 days 02:06:55.013000,0 days 02:07:28.217000,285,292,212,301,false,HARD,23,true,Red Bull Racing,0 days 02:05:58.292000,2022-11-20 14:06:59.338,1,1,false,,false,true,89.897,89.897
43,43,0 days 02:08:58.072000,VER,1,0 days 00:01:29.883000,44,2,,,18.338,38.442,33.103,0 days 02:07:46.555000,0 days 02:08:24.997000,0 days 02:08:58.100000,,294,213,298,false,HARD,24,true,Red Bull Racing,0 days 02:07:28.189000,2022-11-20 14:08:29.235,1,1,false,,false,true,89.883,89.88300000000001
44,44,0 days 02:10:28.001000,VER,1,0 days 00:01:29.929000,45,2,,,18.228,38.538,33.163,0 days 02:09:16.328000,0 days 02:09:54.866000,0 days 02:10:28.029000,,294,212,293,false,HARD,25,true,Red Bull Racing,0 days 02:08:58.072000,2022-11-20 14:09:59.118,1,1,false,,false,true,89.929,89.929
45,45,0 days 02:11:57.726000,VER,1,0 days 00:01:29.725000,46,2,,,18.246,38.385,33.094,0 days 02:10:46.275000,0 days 02:11:24.660000,0 days 02:11:57.754000,,297,215,302,true,HARD,26,true,Red Bull Racing,0 days 02:10:28.001000,2022-11-20 14:11:29.047,1,1,false,,false,true,89.725,89.725
46,46,0 days 02:13:27.745000,VER,1,0 days 00:01:30.019000,47,2,,,18.214,38.57,33.235,0 days 02:12:15.968000,0 days 02:12:54.538000,0 days 02:13:27.773000,286,297,214,299,false,HARD,27,true,Red Bull Racing,0 days 02:11:57.726000,2022-11-20 14:12:58.772,1,1,false,,false,true,90.019,90.019
47,47,0 days 02:14:57.716000,VER,1,0 days 00:01:29.971000,48,2,,,18.256,38.611,33.104,0 days 02:13:46.029000,0 days 02:14:24.640000,0 days 02:14:57.744000,285,295,214,300,false,HARD,28,true,Red Bull Racing,0 days 02:13:27.745000,2022-11-20 14:14:28.791,1,1,false,,false,true,89.971,89.971
48,48,0 days 02:16:27.675000,VER,1,0 days 00:01:29.959000,49,2,,,18.345,38.509,33.105,0 days 02:15:16.089000,0 days 02:15:54.598000,0 days 02:16:27.703000,,295,213,302,false,HARD,29,true,Red Bull Racing,0 days 02:14:57.716000,2022-11-20 14:15:58.762,1,1,false,,false,true,89.959,89.959
49,49,0 days 02:17:57.478000,VER,1,0 days 00:01:29.803000,50,2,,,18.23,38.483,33.09,0 days 02:16:45.933000,0 days 02:17:24.416000,0 days 02:17:57.506000,286,295,211,302,false,HARD,30,true,Red Bull Racing,0 days 02:16:27.675000,2022-11-20 14:17:28.721,1,1,false,,false,true,89.803,89.803
50,50,0 days 02:19:27.144000,VER,1,0 days 00:01:29.666000,51,2,,,18.161,38.368,33.137,0 days 02:18:15.667000,0 days 02:18:54.035000,0 days 02:19:27.172000,288,295,212,300,true,HARD,31,true,Red Bull Racing,0 days 02:17:57.478000,2022-11-20 14:18:58.524,1,1,false,,false,true,89.666,89.666
51,51,0 days 02:20:57.605000,VER,1,0 days 00:01:30.461000,52,2,,,18.266,38.527,33.668,0 days 02:19:45.438000,0 days 02:20:23.965000,0 days 02:20:57.633000,,301,209,300,false,HARD,32,true,Red Bull Racing,0 days 02:19:27.144000,2022-11-20 14:20:28.190,1,1,false,,false,true,90.461,90.461
52,52,0 days 02:22:27.670000,VER,1,0 days 00:01:30.065000,53,2,,,18.177,38.515,33.373,0 days 02:21:15.810000,0 days 02:21:54.325000,0 days 02:22:27.698000,287,299,213,303,false,HARD,33,true,Red Bull Racing,0 days 02:20:57.605000,2022-11-20 14:21:58.651,1,1,false,,false,true,90.065,90.065
53,53,0 days 02:23:57.062000,VER,1,0 days 00:01:29.392000,54,2,,,18.116,38.349,32.927,0 days 02:22:45.814000,0 days 02:23:24.163000,0 days 02:23:57.090000,,293,213,301,true,HARD,34,true,Red Bull Racing,0 days 02:22:27.670000,2022-11-20 14:23:28.716,1,1,false,,false,true,89.392,89.392
54,54,0 days 02:25:26.777000,VER,1,0 days 00:01:29.715000,55,2,,,18.077,38.477,33.161,0 days 02:24:15.167000,0 days 02:24:53.644000,0 days 02:25:26.805000,288,295,214,297,false,HARD,35,true,Red Bull Racing,0 days 02:23:57.062000,2022-11-20 14:24:58.108,1,1,false,,false,true,89.715,89.715
55,55,0 days 02:26:56.621000,VER,1,0 days 00:01:29.844000,56,2,,,18.164,38.419,33.261,0 days 02:25:44.969000,0 days 02:26:23.388000,0 days 02:26:56.649000,,297,213,302,false,HARD,36,true,Red Bull Racing,0 days 02:25:26.777000,2022-11-20 14:26:27.823,1,1,false,,false,true,89.844,89.844
56,56,0 days 02:28:26.512000,VER,1,0 days 00:01:29.891000,57,2,,,18.164,38.604,33.123,,0 days 02:27:53.417000,0 days 02:28:26.540000,287,297,213,295,false,HARD,37,true,Red Bull Racing,0 days 02:26:56.621000,2022-11-20 14:27:57.667,1,1,false,,false,true,89.891,89.89099999999999
57,57,0 days 02:29:56.309000,VER,1,0 days 00:01:29.797000,58,2,,,18.365,38.528,32.904,0 days 02:28:44.905000,0 days 02:29:23.433000,0 days 02:29:56.337000,288,307,212,304,false,HARD,38,true,Red Bull Racing,0 days 02:28:26.512000,2022-11-20 14:29:27.558,1,1,false,,false,true,89.797,89.797
58,58,0 days 01:03:44.587000,LEC,16,0 days 00:01:34.192000,1,1,,,,39.323,33.782,,0 days 01:03:10.920000,0 days 01:03:44.734000,289,289,212,308,false,MEDIUM,1,true,Ferrari,0 days 01:02:10.161000,2022-11-20 13:03:11.207,1,3,false,,false,false,94.192,
59,59,0 days 01:05:15.583000,LEC,16,0 days 00:01:30.996000,2,1,,,18.413,38.95,33.633,0 days 01:04:03.073000,0 days 01:04:42.023000,0 days 01:05:15.656000,275,288,210,290,true,MEDIUM,2,true,Ferrari,0 days 01:03:44.587000,2022-11-20 13:04:45.633,1,3,false,,false,true,90.996,90.996
60,60,0 days 01:06:46.001000,LEC,16,0 days 00:01:30.418000,3,1,,,18.293,38.67,33.455,0 days 01:05:33.949000,0 days 01:06:12.619000,0 days 01:06:46.074000,278,300,210,302,true,MEDIUM,3,true,Ferrari,0 days 01:05:15.583000,2022-11-20 13:06:16.629,1,3,false,,false,true,90.418,90.418
61,61,0 days 01:08:17.168000,LEC,16,0 days 00:01:31.167000,4,1,,,18.364,38.972,33.831,0 days 01:07:04.438000,0 days 01:07:43.410000,0 days 01:08:17.241000,276,302,210,300,false,MEDIUM,4,true,Ferrari,0 days 01:06:46.001000,2022-11-20 13:07:47.047,1,3,false,,false,true,91.167,91.167
62,62,0 days 01:09:48.524000,LEC,16,0 days 00:01:31.356000,5,1,,,18.603,39.147,33.606,0 days 01:08:35.844000,0 days 01:09:14.991000,0 days 01:09:48.597000,273,292,209,299,false,MEDIUM,5,true,Ferrari,0 days 01:08:17.168000,2022-11-20 13:09:18.214,1,3,false,,false,true,91.356,91.356
63,63,0 days 01:11:19.611000,LEC,16,0 days 00:01:31.087000,6,1,,,18.648,39.047,33.392,0 days 01:10:07.245000,0 days 01:10:46.292000,0 days 01:11:19.684000,276,296,209,299,false,MEDIUM,6,true,Ferrari,0 days 01:09:48.524000,2022-11-20 13:10:49.570,1,3,true,TRACK LIMITS AT TURN 1 LAP 6 ,false,true,91.087,91.087
64,64,0 days 01:12:50.472000,LEC,16,0 days 00:01:30.861000,7,1,,,18.502,38.943,33.416,0 days 01:11:38.186000,0 days 01:12:17.129000,0 days 01:12:50.545000,278,299,209,300,false,MEDIUM,7,true,Ferrari,0 days 01:11:19.611000,2022-11-20 13:12:20.657,1,3,false,,false,true,90.861,90.861
65,65,0 days 01:14:21.358000,LEC,16,0 days 00:01:30.886000,8,1,,,18.42,39.002,33.464,0 days 01:13:08.965000,0 days 01:13:47.967000,0 days 01:14:21.431000,,295,210,301,false,MEDIUM,8,true,Ferrari,0 days 01:12:50.472000,2022-11-20 13:13:51.518,1,3,false,,false,true,90.886,90.886
66,66,0 days 01:15:52.141000,LEC,16,0 days 00:01:30.783000,9,1,,,18.396,38.946,33.441,0 days 01:14:39.827000,0 days 01:15:18.773000,0 days 01:15:52.214000,280,297,207,301,false,MEDIUM,9,true,Ferrari,0 days 01:14:21.358000,2022-11-20 13:15:22.404,1,3,false,,false,true,90.783,90.783
67,67,0 days 01:17:23.288000,LEC,16,0 days 00:01:31.147000,10,1,,,18.645,38.955,33.547,0 days 01:16:10.859000,0 days 01:16:49.814000,0 days 01:17:23.361000,278,298,207,301,false,MEDIUM,10,true,Ferrari,0 days 01:15:52.141000,2022-11-20 13:16:53.187,1,3,false,,false,true,91.147,91.147
68,68,0 days 01:18:54.327000,LEC,16,0 days 00:01:31.039000,11,1,,,18.54,38.972,33.527,0 days 01:17:41.901000,0 days 01:18:20.873000,0 days 01:18:54.400000,280,296,209,301,false,MEDIUM,11,true,Ferrari,0 days 01:17:23.288000,2022-11-20 13:18:24.334,1,3,false,,false,true,91.039,91.039
69,69,0 days 01:20:25.579000,LEC,16,0 days 00:01:31.252000,12,1,,,18.479,39.079,33.694,0 days 01:19:12.879000,0 days 01:19:51.958000,0 days 01:20:25.652000,281,298,208,302,false,MEDIUM,12,true,Ferrari,0 days 01:18:54.327000,2022-11-20 13:19:55.373,1,3,false,,false,true,91.252,91.252
70,70,0 days 01:21:56.499000,LEC,16,0 days 00:01:30.920000,13,1,,,18.429,38.907,33.584,0 days 01:20:44.081000,0 days 01:21:22.988000,0 days 01:21:56.572000,282,299,208,303,false,MEDIUM,13,true,Ferrari,0 days 01:20:25.579000,2022-11-20 13:21:26.625,1,3,false,,false,true,90.92,90.92
71,71,0 days 01:23:27.630000,LEC,16,0 days 00:01:31.131000,14,1,,,18.411,38.937,33.783,0 days 01:22:14.983000,0 days 01:22:53.920000,0 days 01:23:27.703000,283,298,205,304,false,MEDIUM,14,true,Ferrari,0 days 01:21:56.499000,2022-11-20 13:22:57.545,1,3,false,,false,true,91.131,91.131
72,72,0 days 01:24:59.361000,LEC,16,0 days 00:01:31.731000,15,1,,,18.472,38.779,34.48,0 days 01:23:46.175000,0 days 01:24:24.954000,0 days 01:24:59.434000,,307,210,305,false,MEDIUM,15,true,Ferrari,0 days 01:23:27.630000,2022-11-20 13:24:28.676,1,2,false,,false,true,91.731,91.731
73,73,0 days 01:26:30.598000,LEC,16,0 days 00:01:31.237000,16,1,,,18.456,39.07,33.711,0 days 01:25:17.890000,0 days 01:25:56.960000,0 days 01:26:30.671000,279,296,207,298,false,MEDIUM,16,true,Ferrari,0 days 01:24:59.361000,2022-11-20 13:26:00.407,1,2,false,,false,true,91.237,91.237
74,74,0 days 01:28:02.052000,LEC,16,0 days 00:01:31.454000,17,1,,,18.574,39.209,33.671,0 days 01:26:49.245000,0 days 01:27:28.454000,0 days 01:28:02.125000,282,297,207,300,false,MEDIUM,17,true,Ferrari,0 days 01:26:30.598000,2022-11-20 13:27:31.644,1,2,false,,false,true,91.454,91.454
75,75,0 days 01:29:33.495000,LEC,16,0 days 00:01:31.443000,18,1,,,18.607,39.089,33.747,0 days 01:28:20.732000,0 days 01:28:59.821000,0 days 01:29:33.568000,283,300,208,301,false,MEDIUM,18,true,Ferrari,0 days 01:28:02.052000,2022-11-20 13:29:03.098,1,2,false,,false,true,91.443,91.443
76,76,0 days 01:31:05.235000,LEC,16,0 days 00:01:31.740000,19,1,,,18.58,39.09,34.07,0 days 01:29:52.148000,0 days 01:30:31.238000,0 days 01:31:05.308000,284,298,208,301,false,MEDIUM,19,true,Ferrari,0 days 01:29:33.495000,2022-11-20 13:30:34.541,1,2,false,,false,true,91.74,91.74
77,77,0 days 01:32:37.126000,LEC,16,0 days 00:01:31.891000,20,1,,,18.556,39.227,34.108,0 days 01:31:23.864000,0 days 01:32:03.091000,0 days 01:32:37.199000,,297,208,301,false,MEDIUM,20,true,Ferrari,0 days 01:31:05.235000,2022-11-20 13:32:06.281,1,2,false,,false,true,91.891,91.891
78,78,0 days 01:34:10.664000,LEC,16,0 days 00:01:33.538000,21,1,,0 days 01:34:09.606000,18.644,39.202,35.692,0 days 01:32:55.843000,0 days 01:33:35.045000,0 days 01:34:10.737000,282,298,,301,false,MEDIUM,21,true,Ferrari,0 days 01:32:37.126000,2022-11-20 13:33:38.172,1,1,false,,false,false,93.538,93.538
79,79,0 days 01:36:01.865000,LEC,16,0 days 00:01:51.201000,22,2,0 days 01:34:31.831000,,39.473,38.633,33.095,0 days 01:34:50.210000,0 days 01:35:28.843000,0 days 01:36:01.938000,279,291,212,297,false,HARD,1,true,Ferrari,0 days 01:34:10.664000,2022-11-20 13:35:11.710,1,3,false,,false,false,111.201,111.201
