LapNumber,Stint,Compound,TyreLife,Team,LapTime_in_seconds,Race,FuelLoad
49.0,2.0,1,23.0,3,88.371,2024,9.0
50.0,2.0,1,24.0,3,88.128,2024,8.0
51.0,2.0,1,25.0,3,87.867,2024,7.0
52.0,2.0,1,26.0,3,87.438,2024,6.0
53.0,2.0,1,27.0,3,87.52,2024,5.0
54.0,2.0,1,28.0,3,88.124,2024,4.0
55.0,2.0,1,29.0,3,87.647,2024,3.0
56.0,2.0,1,30.0,3,87.698,2024,2.0
57.0,2.0,1,31.0,3,87.929,2024,1.0
58.0,2.0,1,32.0,3,89.858,2024,0.0
1.0,1.0,0,1.0,8,102.506,2024,57.0
5.0,2.0,1,2.0,8,89.411,2024,53.0
6.0,2.0,1,3.0,8,89.861,2024,52.0
7.0,2.0,1,4.0,8,90.034,2024,51.0
8.0,2.0,1,5.0,8,90.27,2024,50.0
9.0,2.0,1,6.0,8,89.938,2024,49.0
10.0,2.0,1,7.0,8,90.4,2024,48.0
11.0,2.0,1,8.0,8,90.459,2024,47.0
12.0,2.0,1,9.0,8,90.208,2024,46.0
13.0,2.0,1,10.0,8,90.26,2024,45.0
14.0,2.0,1,11.0,8,92.731,2024,44.0
15.0,2.0,1,12.0,8,92.892,2024,43.0
16.0,2.0,1,13.0,8,90.464,2024,42.0
17.0,2.0,1,14.0,8,90.197,2024,41.0
18.0,2.0,1,15.0,8,90.259,2024,40.0
19.0,2.0,1,16.0,8,90.441,2024,39.0
20.0,2.0,1,17.0,8,90.066,2024,38.0
21.0,2.0,1,18.0,8,90.149,2024,37.0
22.0,2.0,1,19.0,8,90.317,2024,36.0
23.0,2.0,1,20.0,8,90.387,2024,35.0
24.0,2.0,1,21.0,8,90.528,2024,34.0
25.0,2.0,1,22.0,8,90.254,2024,33.0
26.0,2.0,1,23.0,8,100.514,2024,32.0
1.0,1.0,1,1.0,2,99.884,2024,57.0
3.0,1.0,1,3.0,2,97.736,2024,55.0
4.0,1.0,1,4.0,2,89.666,2024,54.0
5.0,1.0,1,5.0,2,89.733,2024,53.0
6.0,1.0,1,6.0,2,90.693,2024,52.0
7.0,1.0,1,7.0,2,90.355,2024,51.0
8.0,1.0,1,8.0,2,90.218,2024,50.0
9.0,1.0,1,9.0,2,90.296,2024,49.0
10.0,1.0,1,10.0,2,90.655,2024,48.0
11.0,1.0,1,11.0,2,91.066,2024,47.0
12.0,1.0,1,12.0,2,89.955,2024,46.0
13.0,1.0,1,13.0,2,90.28,2024,45.0
14.0,1.0,1,14.0,2,90.038,2024,44.0
15.0,1.0,1,15.0,2,89.872,2024,43.0
16.0,1.0,1,16.0,2,89.966,2024,42.0
17.0,1.0,1,17.0,2,89.637,2024,41.0
18.0,1.0,1,18.0,2,89.756,2024,40.0
19.0,1.0,1,19.0,2,89.849,2024,39.0
20.0,1.0,1,20.0,2,89.807,2024,38.0
21.0,1.0,1,21.0,2,89.719,2024,37.0
22.0,1.0,1,22.0,2,89.655,2024,36.0
23.0,1.0,1,23.0,2,89.787,2024,35.0
24.0,1.0,1,24.0,2,89.698,2024,34.0
25.0,1.0,1,25.0,2,89.616,2024,33.0
26.0,1.0,1,26.0,2,89.833,2024,32.0
27.0,1.0,1,27.0,2,89.844,2024,31.0
28.0,1.0,1,28.0,2,89.481,2024,30.0
29.0,1.0,1,29.0,2,89.756,2024,29.0
30.0,1.0,1,30.0,2,89.486,2024,28.0
31.0,1.0,1,31.0,2,89.714,2024,27.0
32.0,1.0,1,32.0,2,89.802,2024,26.0
33.0,1.0,1,33.0,2,89.589,2024,25.0
34.0,1.0,1,34.0,2,91.792,2024,24.0
36.0,2.0,0,3.0,2,87.803,2024,22.0
37.0,2.0,0,4.0,2,87.741,2024,21.0
38.0,2.0,0,5.0,2,88.061,2024,20.0
39.0,2.0,0,6.0,2,88.001,2024,19.0
40.0,2.0,0,7.0,2,87.726,2024,18.0
41.0,2.0,0,8.0,2,88.653,2024,17.0
42.0,2.0,0,9.0,2,87.692,2024,16.0
43.0,2.0,0,10.0,2,87.556,2024,15.0
44.0,2.0,0,11.0,2,87.278,2024,14.0
45.0,2.0,0,12.0,2,87.629,2024,13.0
46.0,2.0,0,13.0,2,87.571,2024,12.0
47.0,2.0,0,14.0,2,87.586,2024,11.0
48.0,2.0,0,15.0,2,87.727,2024,10.0
49.0,2.0,0,16.0,2,87.49,2024,9.0
50.0,2.0,0,17.0,2,87.735,2024,8.0
51.0,2.0,0,18.0,2,87.319,2024,7.0
52.0,2.0,0,19.0,2,87.799,2024,6.0
53.0,2.0,0,20.0,2,87.707,2024,5.0
54.0,2.0,0,21.0,2,87.342,2024,4.0
55.0,2.0,0,22.0,2,87.398,2024,3.0
56.0,2.0,0,23.0,2,87.738,2024,2.0
57.0,2.0,0,24.0,2,87.751,2024,1.0
58.0,2.0,0,25.0,2,87.784,2024,0.0
1.0,1.0,0,1.0,1,92.999,2024,57.0
3.0,1.0,0,3.0,1,102.795,2024,55.0
4.0,1.0,0,4.0,1,88.995,2024,54.0
5.0,1.0,0,5.0,1,89.25,2024,53.0
6.0,1.0,0,6.0,1,89.253,2024,52.0
7.0,1.0,0,7.0,1,89.063,2024,51.0
8.0,1.0,0,8.0,1,89.202,2024,50.0
9.0,1.0,0,9.0,1,89.187,2024,49.0
10.0,1.0,0,10.0,1,89.32,2024,48.0
11.0,1.0,0,11.0,1,89.246,2024,47.0
12.0,1.0,0,12.0,1,89.15,2024,46.0
13.0,1.0,0,13.0,1,89.192,2024,45.0
14.0,1.0,0,14.0,1,89.14,2024,44.0
15.0,1.0,0,15.0,1,89.222,2024,43.0
16.0,1.0,0,16.0,1,89.224,2024,42.0
17.0,1.0,0,17.0,1,89.187,2024,41.0
18.0,1.0,0,18.0,1,89.01,2024,40.0
19.0,1.0,0,19.0,1,89.32,2024,39.0
20.0,1.0,0,20.0,1,89.208,2024,38.0
21.0,1.0,0,21.0,1,89.191,2024,37.0
22.0,1.0,0,22.0,1,88.909,2024,36.0
23.0,1.0,0,23.0,1,89.157,2024,35.0
24.0,1.0,0,24.0,1,89.372,2024,34.0
25.0,1.0,0,25.0,1,90.842,2024,33.0
26.0,2.0,1,1.0,1,107.557,2024,32.0
27.0,2.0,1,2.0,1,88.177,2024,31.0
28.0,2.0,1,3.0,1,88.482,2024,30.0
29.0,2.0,1,4.0,1,88.399,2024,29.0
30.0,2.0,1,5.0,1,88.184,2024,28.0
31.0,2.0,1,6.0,1,88.388,2024,27.0
32.0,2.0,1,7.0,1,88.333,2024,26.0
33.0,2.0,1,8.0,1,88.37,2024,25.0
34.0,2.0,1,9.0,1,88.251,2024,24.0
35.0,2.0,1,10.0,1,88.22,2024,23.0
36.0,2.0,1,11.0,1,88.367,2024,22.0
37.0,2.0,1,12.0,1,88.202,2024,21.0
38.0,2.0,1,13.0,1,88.103,2024,20.0
39.0,2.0,1,14.0,1,87.924,2024,19.0
40.0,2.0,1,15.0,1,88.662,2024,18.0
41.0,2.0,1,16.0,1,88.032,2024,17.0
42.0,2.0,1,17.0,1,88.255,2024,16.0
43.0,2.0,1,18.0,1,87.854,2024,15.0
44.0,2.0,1,19.0,1,88.148,2024,14.0
45.0,2.0,1,20.0,1,88.331,2024,13.0
46.0,2.0,1,21.0,1,88.682,2024,12.0
47.0,2.0,1,22.0,1,88.404,2024,11.0
48.0,2.0,1,23.0,1,88.144,2024,10.0
49.0,2.0,1,24.0,1,87.871,2024,9.0
50.0,2.0,1,25.0,1,87.885,2024,8.0
51.0,2.0,1,26.0,1,88.476,2024,7.0
52.0,2.0,1,27.0,1,88.266,2024,6.0
53.0,2.0,1,28.0,1,88.297,2024,5.0
54.0,2.0,1,29.0,1,88.183,2024,4.0
55.0,2.0,1,30.0,1,87.765,2024,3.0
56.0,2.0,1,31.0,1,87.825,2024,2.0
57.0,2.0,1,32.0,1,87.851,2024,1.0
58.0,2.0,1,33.0,1,88.031,2024,0.0
1.0,1.0,0,1.0,4,101.564,2024,57.0
3.0,1.0,0,3.0,4,96.802,2024,55.0
4.0,1.0,0,4.0,4,90.198,2024,54.0
5.0,1.0,0,5.0,4,90.457,2024,53.0
6.0,1.0,0,6.0,4,90.503,2024,52.0
7.0,1.0,0,7.0,4,90.775,2024,51.0
8.0,1.0,0,8.0,4,90.952,2024,50.0
9.0,1.0,0,9.0,4,90.96,2024,49.0
10.0,1.0,0,10.0,4,91.054,2024,48.0
11.0,1.0,0,11.0,4,90.825,2024,47.0
12.0,1.0,0,12.0,4,90.859,2024,46.0
13.0,1.0,0,13.0,4,90.584,2024,45.0
14.0,1.0,0,14.0,4,90.61,2024,44.0
15.0,1.0,0,15.0,4,92.119,2024,43.0
16.0,1.0,0,16.0,4,91.1,2024,42.0
17.0,1.0,0,17.0,4,91.563,2024,41.0
18.0,1.0,0,18.0,4,90.964,2024,40.0
19.0,1.0,0,19.0,4,90.902,2024,39.0
20.0,1.0,0,20.0,4,90.94,2024,38.0
21.0,1.0,0,21.0,4,90.92,2024,37.0
22.0,1.0,0,22.0,4,93.037,2024,36.0
24.0,2.0,1,2.0,4,89.815,2024,34.0
25.0,2.0,1,3.0,4,89.949,2024,33.0
26.0,2.0,1,4.0,4,90.411,2024,32.0
27.0,2.0,1,5.0,4,90.173,2024,31.0
28.0,2.0,1,6.0,4,90.089,2024,30.0
29.0,2.0,1,7.0,4,90.212,2024,29.0
30.0,2.0,1,8.0,4,90.119,2024,28.0
31.0,2.0,1,9.0,4,90.072,2024,27.0
32.0,2.0,1,10.0,4,90.404,2024,26.0
33.0,2.0,1,11.0,4,90.131,2024,25.0
34.0,2.0,1,12.0,4,90.025,2024,24.0
35.0,2.0,1,13.0,4,89.713,2024,23.0
36.0,2.0,1,14.0,4,89.449,2024,22.0
37.0,2.0,1,15.0,4,89.495,2024,21.0
38.0,2.0,1,16.0,4,89.501,2024,20.0
39.0,2.0,1,17.0,4,90.663,2024,19.0
40.0,2.0,1,18.0,4,90.987,2024,18.0
41.0,2.0,1,19.0,4,90.023,2024,17.0
42.0,2.0,1,20.0,4,89.592,2024,16.0
43.0,2.0,1,21.0,4,91.232,2024,15.0
44.0,2.0,1,22.0,4,89.753,2024,14.0
45.0,2.0,1,23.0,4,89.493,2024,13.0
46.0,2.0,1,24.0,4,92.136,2024,12.0
47.0,2.0,1,25.0,4,89.753,2024,11.0
48.0,2.0,1,26.0,4,89.454,2024,10.0
49.0,2.0,1,27.0,4,89.617,2024,9.0
50.0,2.0,1,28.0,4,90.537,2024,8.0
51.0,2.0,1,29.0,4,90.38,2024,7.0
52.0,2.0,1,30.0,4,89.582,2024,6.0
53.0,2.0,1,31.0,4,89.717,2024,5.0
54.0,2.0,1,32.0,4,89.539,2024,4.0
55.0,2.0,1,33.0,4,89.647,2024,3.0
56.0,2.0,1,34.0,4,89.121,2024,2.0
57.0,2.0,1,35.0,4,89.566,2024,1.0
1.0,1.0,0,2.0,2,94.679,2024,57.0
3.0,1.0,0,4.0,2,102.811,2024,55.0
4.0,1.0,0,5.0,2,89.488,2024,54.0
5.0,1.0,0,6.0,2,89.796,2024,53.0
6.0,1.0,0,7.0,2,89.791,2024,52.0
7.0,1.0,0,8.0,2,89.738,2024,51.0
8.0,1.0,0,9.0,2,89.988,2024,50.0
9.0,1.0,0,10.0,2,89.816,2024,49.0
10.0,1.0,0,11.0,2,90.056,2024,48.0
11.0,1.0,0,12.0,2,90.055,2024,47.0
12.0,1.0,0,13.0,2,90.038,2024,46.0
13.0,1.0,0,14.0,2,90.08,2024,45.0
14.0,1.0,0,15.0,2,89.967,2024,44.0
15.0,1.0,0,16.0,2,90.094,2024,43.0
16.0,1.0,0,17.0,2,89.795,2024,42.0
17.0,1.0,0,18.0,2,89.766,2024,41.0
18.0,1.0,0,19.0,2,89.919,2024,40.0
19.0,1.0,0,20.0,2,89.857,2024,39.0
20.0,1.0,0,21.0,2,89.903,2024,38.0
21.0,1.0,0,22.0,2,90.368,2024,37.0
22.0,1.0,0,23.0,2,89.896,2024,36.0
23.0,1.0,0,24.0,2,90.295,2024,35.0
24.0,1.0,0,25.0,2,89.922,2024,34.0
25.0,1.0,0,26.0,2,89.945,2024,33.0
26.0,1.0,0,27.0,2,92.057,2024,32.0
28.0,2.0,1,2.0,2,88.47,2024,30.0
29.0,2.0,1,3.0,2,88.48,2024,29.0
30.0,2.0,1,4.0,2,88.35,2024,28.0
31.0,2.0,1,5.0,2,88.981,2024,27.0
32.0,2.0,1,6.0,2,88.447,2024,26.0
33.0,2.0,1,7.0,2,88.611,2024,25.0
34.0,2.0,1,8.0,2,88.373,2024,24.0
35.0,2.0,1,9.0,2,88.473,2024,23.0
36.0,2.0,1,10.0,2,88.501,2024,22.0
37.0,2.0,1,11.0,2,88.498,2024,21.0
38.0,2.0,1,12.0,2,88.463,2024,20.0
39.0,2.0,1,13.0,2,88.329,2024,19.0
40.0,2.0,1,14.0,2,88.454,2024,18.0
41.0,2.0,1,15.0,2,88.677,2024,17.0
42.0,2.0,1,16.0,2,88.438,2024,16.0
43.0,2.0,1,17.0,2,88.329,2024,15.0
44.0,2.0,1,18.0,2,88.436,2024,14.0
45.0,2.0,1,19.0,2,88.709,2024,13.0
46.0,2.0,1,20.0,2,88.549,2024,12.0
47.0,2.0,1,21.0,2,88.836,2024,11.0
48.0,2.0,1,22.0,2,88.505,2024,10.0
49.0,2.0,1,23.0,2,88.42,2024,9.0
50.0,2.0,1,24.0,2,88.623,2024,8.0
51.0,2.0,1,25.0,2,88.25,2024,7.0
52.0,2.0,1,26.0,2,88.394,2024,6.0
53.0,2.0,1,27.0,2,88.687,2024,5.0
54.0,2.0,1,28.0,2,88.38,2024,4.0
55.0,2.0,1,29.0,2,88.361,2024,3.0
56.0,2.0,1,30.0,2,88.195,2024,2.0
57.0,2.0,1,31.0,2,88.207,2024,1.0
58.0,2.0,1,32.0,2,89.592,2024,0.0
1.0,1.0,0,1.0,11,100.183,2024,57.0
3.0,1.0,0,3.0,11,98.101,2024,55.0
4.0,1.0,0,4.0,11,89.944,2024,54.0
5.0,1.0,0,5.0,11,90.474,2024,53.0
6.0,1.0,0,6.0,11,93.388,2024,52.0
8.0,2.0,1,2.0,11,89.597,2024,50.0
9.0,2.0,1,3.0,11,89.903,2024,49.0
10.0,2.0,1,4.0,11,89.838,2024,48.0
11.0,2.0,1,5.0,11,89.893,2024,47.0
12.0,2.0,1,6.0,11,89.883,2024,46.0
13.0,2.0,1,7.0,11,89.812,2024,45.0
14.0,2.0,1,8.0,11,89.482,2024,44.0
15.0,2.0,1,9.0,11,89.572,2024,43.0
16.0,2.0,1,10.0,11,89.582,2024,42.0
17.0,2.0,1,11.0,11,89.819,2024,41.0
18.0,2.0,1,12.0,11,89.68,2024,40.0
19.0,2.0,1,13.0,11,90.046,2024,39.0
20.0,2.0,1,14.0,11,90.103,2024,38.0
21.0,2.0,1,15.0,11,89.823,2024,37.0
22.0,2.0,1,16.0,11,90.476,2024,36.0
23.0,2.0,1,17.0,11,90.799,2024,35.0
24.0,2.0,1,18.0,11,90.673,2024,34.0
25.0,2.0,1,19.0,11,91.52,2024,33.0
26.0,2.0,1,20.0,11,91.252,2024,32.0
27.0,2.0,1,21.0,11,90.814,2024,31.0
28.0,2.0,1,22.0,11,90.702,2024,30.0
29.0,2.0,1,23.0,11,90.691,2024,29.0
1.0,1.0,0,1.0,3,103.757,2024,57.0
3.0,1.0,0,3.0,3,94.86,2024,55.0
4.0,1.0,0,4.0,3,92.201,2024,54.0
6.0,2.0,1,2.0,3,88.95,2024,52.0
7.0,2.0,1,3.0,3,89.152,2024,51.0
8.0,2.0,1,4.0,3,89.482,2024,50.0
9.0,2.0,1,5.0,3,89.553,2024,49.0
10.0,2.0,1,6.0,3,89.669,2024,48.0
11.0,2.0,1,7.0,3,89.317,2024,47.0
12.0,2.0,1,8.0,3,89.841,2024,46.0
13.0,2.0,1,9.0,3,89.567,2024,45.0
14.0,2.0,1,10.0,3,89.319,2024,44.0
15.0,2.0,1,11.0,3,89.895,2024,43.0
16.0,2.0,1,12.0,3,89.904,2024,42.0
17.0,2.0,1,13.0,3,89.659,2024,41.0
18.0,2.0,1,14.0,3,89.607,2024,40.0
19.0,2.0,1,15.0,3,90.058,2024,39.0
20.0,2.0,1,16.0,3,90.191,2024,38.0
21.0,2.0,1,17.0,3,90.277,2024,37.0
22.0,2.0,1,18.0,3,90.173,2024,36.0
23.0,2.0,1,19.0,3,89.661,2024,35.0
24.0,2.0,1,20.0,3,89.79,2024,34.0
25.0,2.0,1,21.0,3,89.894,2024,33.0
26.0,2.0,1,22.0,3,89.669,2024,32.0
27.0,2.0,1,23.0,3,89.631,2024,31.0
28.0,2.0,1,24.0,3,90.036,2024,30.0
29.0,2.0,1,25.0,3,89.735,2024,29.0
30.0,2.0,1,26.0,3,89.907,2024,28.0
31.0,2.0,1,27.0,3,90.169,2024,27.0
32.0,2.0,1,28.0,3,91.627,2024,26.0
34.0,3.0,1,2.0,3,88.576,2024,24.0
35.0,3.0,1,3.0,3,88.193,2024,23.0
36.0,3.0,1,4.0,3,87.931,2024,22.0
37.0,3.0,1,5.0,3,88.469,2024,21.0
38.0,3.0,1,6.0,3,88.238,2024,20.0
39.0,3.0,1,7.0,3,88.206,2024,19.0
40.0,3.0,1,8.0,3,88.325,2024,18.0
41.0,3.0,1,9.0,3,88.112,2024,17.0
42.0,3.0,1,10.0,3,88.067,2024,16.0
43.0,3.0,1,11.0,3,88.052,2024,15.0
44.0,3.0,1,12.0,3,88.497,2024,14.0
45.0,3.0,1,13.0,3,90.015,2024,13.0
46.0,3.0,1,14.0,3,89.677,2024,12.0
47.0,3.0,1,15.0,3,89.671,2024,11.0
48.0,3.0,1,16.0,3,88.407,2024,10.0
49.0,3.0,1,17.0,3,87.928,2024,9.0
50.0,3.0,1,18.0,3,87.705,2024,8.0
51.0,3.0,1,19.0,3,87.69,2024,7.0
52.0,3.0,1,20.0,3,88.491,2024,6.0
53.0,3.0,1,21.0,3,88.168,2024,5.0
54.0,3.0,1,22.0,3,87.731,2024,4.0
55.0,3.0,1,23.0,3,87.781,2024,3.0
56.0,3.0,1,24.0,3,87.816,2024,2.0
57.0,3.0,1,25.0,3,88.554,2024,1.0
58.0,3.0,1,26.0,3,88.01,2024,0.0
1.0,1.0,0,1.0,0,91.677,2025,57.0
2.0,1.0,0,2.0,0,89.117,2025,56.0
3.0,1.0,0,3.0,0,89.555,2025,55.0
4.0,1.0,0,4.0,0,89.563,2025,54.0
5.0,1.0,0,5.0,0,89.695,2025,53.0
6.0,1.0,0,6.0,0,89.772,2025,52.0
7.0,1.0,0,7.0,0,89.744,2025,51.0
8.0,1.0,0,8.0,0,89.601,2025,50.0
9.0,1.0,0,9.0,0,89.413,2025,49.0
10.0,1.0,0,10.0,0,89.465,2025,48.0
11.0,1.0,0,11.0,0,89.538,2025,47.0
12.0,1.0,0,12.0,0,89.543,2025,46.0
13.0,1.0,0,13.0,0,89.633,2025,45.0
14.0,1.0,0,14.0,0,89.526,2025,44.0
15.0,1.0,0,15.0,0,89.703,2025,43.0
16.0,1.0,0,16.0,0,89.46,2025,42.0
17.0,1.0,0,17.0,0,89.578,2025,41.0
18.0,1.0,0,18.0,0,89.596,2025,40.0
19.0,1.0,0,19.0,0,89.614,2025,39.0
20.0,1.0,0,20.0,0,89.557,2025,38.0
21.0,1.0,0,21.0,0,89.441,2025,37.0
22.0,1.0,0,22.0,0,89.243,2025,36.0
23.0,1.0,0,23.0,0,91.365,2025,35.0
25.0,2.0,1,2.0,0,88.693,2025,33.0
26.0,2.0,1,3.0,0,88.312,2025,32.0
27.0,2.0,1,4.0,0,88.327,2025,31.0
28.0,2.0,1,5.0,0,88.371,2025,30.0
29.0,2.0,1,6.0,0,88.003,2025,29.0
30.0,2.0,1,7.0,0,88.049,2025,28.0
31.0,2.0,1,8.0,0,87.844,2025,27.0
32.0,2.0,1,9.0,0,87.801,2025,26.0
33.0,2.0,1,10.0,0,87.909,2025,25.0
34.0,2.0,1,11.0,0,87.924,2025,24.0
35.0,2.0,1,12.0,0,87.981,2025,23.0
36.0,2.0,1,13.0,0,87.81,2025,22.0
37.0,2.0,1,14.0,0,87.745,2025,21.0
38.0,2.0,1,15.0,0,87.751,2025,20.0
39.0,2.0,1,16.0,0,87.625,2025,19.0
40.0,2.0,1,17.0,0,88.142,2025,18.0
41.0,2.0,1,18.0,0,87.973,2025,17.0
42.0,2.0,1,19.0,0,88.22,2025,16.0
43.0,2.0,1,20.0,0,87.935,2025,15.0
44.0,2.0,1,21.0,0,87.893,2025,14.0
45.0,2.0,1,22.0,0,87.752,2025,13.0
46.0,2.0,1,23.0,0,87.961,2025,12.0
47.0,2.0,1,24.0,0,87.871,2025,11.0
48.0,2.0,1,25.0,0,87.818,2025,10.0
49.0,2.0,1,26.0,0,87.75,2025,9.0
50.0,2.0,1,27.0,0,87.986,2025,8.0
51.0,2.0,1,28.0,0,87.983,2025,7.0
52.0,2.0,1,29.0,0,88.455,2025,6.0
53.0,2.0,1,30.0,0,88.395,2025,5.0
54.0,2.0,1,31.0,0,88.175,2025,4.0
55.0,2.0,1,32.0,0,88.817,2025,3.0
56.0,2.0,1,33.0,0,88.621,2025,2.0
57.0,2.0,1,34.0,0,88.782,2025,1.0
58.0,2.0,1,35.0,0,88.473,2025,0.0
1.0,1.0,1,1.0,3,92.906,2025,57.0
2.0,1.0,1,2.0,3,89.814,2025,56.0
3.0,1.0,1,3.0,3,89.525,2025,55.0
4.0,1.0,1,4.0,3,89.926,2025,54.0
5.0,1.0,1,5.0,3,89.758,2025,53.0
6.0,1.0,1,6.0,3,89.787,2025,52.0
7.0,1.0,1,7.0,3,89.568,2025,51.0
8.0,1.0,1,8.0,3,89.496,2025,50.0
9.0,1.0,1,9.0,3,89.571,2025,49.0
10.0,1.0,1,10.0,3,89.468,2025,48.0
11.0,1.0,1,11.0,3,89.466,2025,47.0
12.0,1.0,1,12.0,3,89.492,2025,46.0
13.0,1.0,1,13.0,3,89.261,2025,45.0
14.0,1.0,1,14.0,3,89.625,2025,44.0
15.0,1.0,1,15.0,3,89.536,2025,43.0
16.0,1.0,1,16.0,3,89.681,2025,42.0
17.0,1.0,1,17.0,3,89.535,2025,41.0
18.0,1.0,1,18.0,3,89.557,2025,40.0
19.0,1.0,1,19.0,3,89.598,2025,39.0
20.0,1.0,1,20.0,3,89.892,2025,38.0
21.0,1.0,1,21.0,3,89.584,2025,37.0
22.0,1.0,1,22.0,3,89.503,2025,36.0
23.0,1.0,1,23.0,3,89.515,2025,35.0
24.0,1.0,1,24.0,3,89.435,2025,34.0
25.0,1.0,1,25.0,3,89.261,2025,33.0
26.0,1.0,1,26.0,3,89.492,2025,32.0
27.0,1.0,1,27.0,3,89.299,2025,31.0
28.0,1.0,1,28.0,3,89.004,2025,30.0
29.0,1.0,1,29.0,3,88.927,2025,29.0
30.0,1.0,1,30.0,3,89.119,2025,28.0
31.0,1.0,1,31.0,3,88.983,2025,27.0
32.0,1.0,1,32.0,3,89.001,2025,26.0
33.0,1.0,1,33.0,3,89.002,2025,25.0
34.0,1.0,1,34.0,3,89.313,2025,24.0
35.0,1.0,1,35.0,3,89.177,2025,23.0
36.0,1.0,1,36.0,3,89.009,2025,22.0
37.0,1.0,1,37.0,3,89.126,2025,21.0
38.0,1.0,1,38.0,3,89.106,2025,20.0
39.0,1.0,1,39.0,3,89.26,2025,19.0
40.0,1.0,1,40.0,3,89.388,2025,18.0
41.0,1.0,1,41.0,3,92.723,2025,17.0
43.0,2.0,0,2.0,3,87.369,2025,15.0
44.0,2.0,0,3.0,3,86.765,2025,14.0
45.0,2.0,0,4.0,3,87.392,2025,13.0
46.0,2.0,0,5.0,3,86.965,2025,12.0
47.0,2.0,0,6.0,3,86.994,2025,11.0
48.0,2.0,0,7.0,3,87.022,2025,10.0
49.0,2.0,0,8.0,3,87.112,2025,9.0
50.0,2.0,0,9.0,3,87.039,2025,8.0
51.0,2.0,0,10.0,3,87.312,2025,7.0
52.0,2.0,0,11.0,3,87.498,2025,6.0
53.0,2.0,0,12.0,3,87.527,2025,5.0
54.0,2.0,0,13.0,3,87.744,2025,4.0
55.0,2.0,0,14.0,3,87.79,2025,3.0
56.0,2.0,0,15.0,3,87.998,2025,2.0
57.0,2.0,0,16.0,3,88.406,2025,1.0
58.0,2.0,0,17.0,3,88.074,2025,0.0
1.0,1.0,0,1.0,3,93.952,2025,57.0
2.0,1.0,0,2.0,3,89.893,2025,56.0
3.0,1.0,0,3.0,3,89.86,2025,55.0
4.0,1.0,0,4.0,3,89.841,2025,54.0
5.0,1.0,0,5.0,3,89.818,2025,53.0
6.0,1.0,0,6.0,3,89.82,2025,52.0
7.0,1.0,0,7.0,3,89.817,2025,51.0
8.0,1.0,0,8.0,3,89.51,2025,50.0
9.0,1.0,0,9.0,3,89.527,2025,49.0
10.0,1.0,0,10.0,3,89.635,2025,48.0
11.0,1.0,0,11.0,3,89.821,2025,47.0
12.0,1.0,0,12.0,3,89.682,2025,46.0
13.0,1.0,0,13.0,3,89.745,2025,45.0
14.0,1.0,0,14.0,3,90.061,2025,44.0
15.0,1.0,0,15.0,3,89.59,2025,43.0
16.0,1.0,0,16.0,3,91.722,2025,42.0
18.0,2.0,1,2.0,3,89.958,2025,40.0
19.0,2.0,1,3.0,3,89.681,2025,39.0
20.0,2.0,1,4.0,3,89.528,2025,38.0
21.0,2.0,1,5.0,3,89.133,2025,37.0
22.0,2.0,1,6.0,3,88.983,2025,36.0
23.0,2.0,1,7.0,3,88.828,2025,35.0
24.0,2.0,1,8.0,3,88.875,2025,34.0
25.0,2.0,1,9.0,3,88.355,2025,33.0
26.0,2.0,1,10.0,3,88.486,2025,32.0
27.0,2.0,1,11.0,3,87.998,2025,31.0
28.0,2.0,1,12.0,3,88.202,2025,30.0
29.0,2.0,1,13.0,3,88.132,2025,29.0
30.0,2.0,1,14.0,3,88.066,2025,28.0
31.0,2.0,1,15.0,3,88.153,2025,27.0
32.0,2.0,1,16.0,3,88.374,2025,26.0
33.0,2.0,1,17.0,3,88.081,2025,25.0
34.0,2.0,1,18.0,3,88.108,2025,24.0
35.0,2.0,1,19.0,3,87.971,2025,23.0
36.0,2.0,1,20.0,3,87.841,2025,22.0
37.0,2.0,1,21.0,3,87.814,2025,21.0
38.0,2.0,1,22.0,3,87.998,2025,20.0
39.0,2.0,1,23.0,3,88.068,2025,19.0
40.0,2.0,1,24.0,3,90.069,2025,18.0
42.0,3.0,1,2.0,3,88.191,2025,16.0
43.0,3.0,1,3.0,3,87.829,2025,15.0
44.0,3.0,1,4.0,3,86.834,2025,14.0
45.0,3.0,1,5.0,3,86.953,2025,13.0
46.0,3.0,1,6.0,3,87.074,2025,12.0
47.0,3.0,1,7.0,3,86.867,2025,11.0
48.0,3.0,1,8.0,3,86.818,2025,10.0
49.0,3.0,1,9.0,3,86.907,2025,9.0
50.0,3.0,1,10.0,3,86.968,2025,8.0
51.0,3.0,1,11.0,3,87.277,2025,7.0
52.0,3.0,1,12.0,3,86.895,2025,6.0
53.0,3.0,1,13.0,3,87.08,2025,5.0
54.0,3.0,1,14.0,3,87.144,2025,4.0
55.0,3.0,1,15.0,3,87.975,2025,3.0
56.0,3.0,1,16.0,3,88.226,2025,2.0
57.0,3.0,1,17.0,3,88.435,2025,1.0
58.0,3.0,1,18.0,3,88.987,2025,0.0
1.0,1.0,0,1.0,1,94.624,2025,57.0
2.0,1.0,0,2.0,1,90.087,2025,56.0
3.0,1.0,0,3.0,1,89.681,2025,55.0
4.0,1.0,0,4.0,1,89.943,2025,54.0
5.0,1.0,0,5.0,1,90.062,2025,53.0
6.0,1.0,0,6.0,1,89.739,2025,52.0
7.0,1.0,0,7.0,1,89.671,2025,51.0
